cluster_id	cluster_size	sources	num_sources	question_id	question_text	source_survey	avg_cluster_similarity
33	8	A,I,U	3	il10k_health_legs_pain_begin_standing_sitting	Leg pain when standing still or sitting	Israeli10K	0.5832
33	8	A,I,U	3	il10k_health_legs_pain_walking_normal	Leg pain when walking normally	Israeli10K	0.5832
33	8	A,I,U	3	il10k_health_legs_pain_dissapear_walking	Leg pain when walking ever disappears while walking	Israeli10K	0.5832
33	8	A,I,U	3	ukbb_5452	ACE touchscreen question Does this pain ever begin when you are standing still or sitting?	UKBB	0.5832
33	8	A,I,U	3	ukbb_5496	ACE touchscreen question Does the pain you get while walking ever disappear when you continue walking?	UKBB	0.5832
34	8	A,I,U	3	arivale_dcedf572e559	Bipolar disorder	Arivale	0.5818
34	8	A,I,U	3	arivale_4c71f77be8ac	Other mental health condition	Arivale	0.5818
34	8	A,I,U	3	arivale_68d651923f08	Bipolar Disorder	Arivale	0.5818
34	8	A,I,U	3	il10k_health_mental_past_manic_two_days	Ever manic/hyper for 2 days	Israeli10K	0.5818
34	8	A,I,U	3	il10k_health_mental_past_manic_symptoms	Manic/hyper symptoms	Israeli10K	0.5818
34	8	A,I,U	3	il10k_health_mental_past_manic_irritable_problems	Severity of manic/irritable episodes	Israeli10K	0.5818
34	8	A,I,U	3	ukbb_4642	ACE touchscreen question Have you ever had a period of time lasting at least two days when you were feeling so good, high, excited or hyper that other people thought you were not your normal self or y...	UKBB	0.5818
34	8	A,I,U	3	ukbb_20126	Bipolar and major depression status.	UKBB	0.5818
35	16	A,I,U	3	arivale_5207ffc52c5b	I have abdominal/digestive pain	Arivale	0.5804
35	16	A,I,U	3	arivale_7970f2fd9a8f	Diverticulosis	Arivale	0.5804
35	16	A,I,U	3	arivale_2c9f4a21d0e0	Other gastrointestinal condition	Arivale	0.5804
35	16	A,I,U	3	arivale_dc373b462a43	Pancreatitis	Arivale	0.5804
35	16	A,I,U	3	arivale_95c9f27f7ce6	Other liver, pancreas, or gallbladder condition	Arivale	0.5804
35	16	A,I,U	3	arivale_72b1ff105f74	Diverticulosis	Arivale	0.5804
35	16	A,I,U	3	il10k_abdomen_pain_frequency_past_3_months	Frequency of discomfort/pain in abdomen in last 3 months	Israeli10K	0.5804
35	16	A,I,U	3	il10k_abdomen_pain_past_6_months	Abdominal discomfort/pain for 6 months or longer	Israeli10K	0.5804
35	16	A,I,U	3	il10k_hard_stool_during_abdomen_pain	Frequency of harder stools when abdominal discomfort/pain started	Israeli10K	0.5804
35	16	A,I,U	3	il10k_abdomen_pain_current	Currently (in last 3 months) suffer from abdominal pain	Israeli10K	0.5804
35	16	A,I,U	3	il10k_abdomen_pain_current_severity	Severity of current abdominal pain	Israeli10K	0.5804
35	16	A,I,U	3	il10k_abdomen_pain_days_out_of_10	Number of days (out of 10) with abdominal pain	Israeli10K	0.5804
35	16	A,I,U	3	il10k_abdomen_pain_current_distension	Currently suffer from abdominal distension	Israeli10K	0.5804
35	16	A,I,U	3	il10k_abdomen_pain_current_distension_severity	Severity of current abdominal distension/tightness	Israeli10K	0.5804
35	16	A,I,U	3	il10k_health_pain_past_3_months_stomach	Stomach/abdominal pain for 3+ months	Israeli10K	0.5804
35	16	A,I,U	3	ukbb_3741	ACE touchscreen question Have you had stomach or abdominal pains for more than 3 months?	UKBB	0.5804
36	3	A,I,U	3	arivale_1f72727a4517	Facial paralysis	Arivale	0.5795
36	3	A,I,U	3	il10k_health_pain_past_3_months_facial	Facial pains for 3+ months	Israeli10K	0.5795
36	3	A,I,U	3	ukbb_4067	ACE touchscreen question Have you had facial pains for more than 3 months?	UKBB	0.5795
37	7	A,I,U	3	arivale_0515ab536eea	Cooked green vegetables (fresh or frozen)	Arivale	0.5789
37	7	A,I,U	3	arivale_e78e35ecaec9	Cooked root vegetables (fresh or frozen)	Arivale	0.5789
37	7	A,I,U	3	arivale_6a66a6ce0779	Cook meals at home	Arivale	0.5789
37	7	A,I,U	3	arivale_87e39d8c06d5	How many servings of vegetables (including juice) do you have each day? (1 serving = 1 cup raw/leafy vegetables, ½ cup cooked vegetables, or ½ cup vegetable juice)	Arivale	0.5789
37	7	A,I,U	3	il10k_diet_cooked_vegetable_intake_choice	Cooked vegetable daily intake	Israeli10K	0.5789
37	7	A,I,U	3	il10k_diet_vegetable_cooked_intake_number	Cooked vegetable daily intake	Israeli10K	0.5789
37	7	A,I,U	3	ukbb_1289	ACE touchscreen question On average how many heaped tablespoons of COOKED vegetables would you eat per DAY? (Do not include potatoes; put '0' if you do not eat any)	UKBB	0.5789
38	7	A,I,U	3	arivale_a505386d75e4	Do you usually take sugar in coffee?	Arivale	0.5782
38	7	A,I,U	3	arivale_63753ee808dd	Soft drinks/soda	Arivale	0.5782
38	7	A,I,U	3	arivale_644bb0bb1559	Caffeinated beverages (e.g. 8 oz. cup of coffee or black tea, one shot of espresso, one energy drink)	Arivale	0.5782
38	7	A,I,U	3	il10k_diet_coffee_intake_choice	Coffee intake	Israeli10K	0.5782
38	7	A,I,U	3	il10k_diet_coffee_intake_number	Coffee intake	Israeli10K	0.5782
38	7	A,I,U	3	il10k_diet_coffee_type	Coffee type	Israeli10K	0.5782
38	7	A,I,U	3	ukbb_1508	ACE touchscreen question What type of coffee do you usually drink?	UKBB	0.5782
39	3	A,I,U	3	arivale_cbfd51fd3c01	My personal relationship status is	Arivale	0.578
39	3	A,I,U	3	il10k_health_mental_current_satisfaction_family_relations	Family relationship satisfaction	Israeli10K	0.578
39	3	A,I,U	3	ukbb_4559	ACE touchscreen question In general how satisfied are you with your FAMILY RELATIONSHIPS?	UKBB	0.578
40	5	A,I,U	3	arivale_6fab70c45342	What's the greatest source of stress in your life right now?	Arivale	0.5723
40	5	A,I,U	3	arivale_664410f4f2da	What do you look forward to most each day?	Arivale	0.5723
40	5	A,I,U	3	arivale_1f8b841a74a2	I change my mood a lot.	Arivale	0.5723
40	5	A,I,U	3	il10k_mood_most_days	Mood most days	Israeli10K	0.5723
40	5	A,I,U	3	ukbb_1920	ACE touchscreen question Does your mood often go up and down?	UKBB	0.5723
41	4	A,I,U	3	arivale_31e0c7b61f6c	Concussion/TBI	Arivale	0.5716
41	4	A,I,U	3	il10k_health_eyes_injury_trauma_eye_start_age	Age when loss of vision due to injury or trauma diagnosed	Israeli10K	0.5716
41	4	A,I,U	3	il10k_eye_health_decreased_eyesight_age	Age when eyesight decreased	Israeli10K	0.5716
41	4	A,I,U	3	ukbb_5430	ACE touchscreen question What was your age when injury or trauma resulting in loss of vision was first diagnosed?	UKBB	0.5716
42	5	A,I,U	3	arivale_bd24dc3848ce	Asthma	Arivale	0.5697
42	5	A,I,U	3	arivale_982febc3f354	Asthma medications	Arivale	0.5697
42	5	A,I,U	3	arivale_b7f11b47fc0f	Asthma	Arivale	0.5697
42	5	A,I,U	3	il10k_asthma_family_number	Asthma family number	Israeli10K	0.5697
42	5	A,I,U	3	ukbb_3786	ACE touchscreen question What was your age when the asthma was first diagnosed?	UKBB	0.5697
43	7	A,I,U	3	arivale_3cc6af8750bf	Raw vegetables or salad (including tomatoes)	Arivale	0.5676
43	7	A,I,U	3	arivale_d51761272843	Cruciferous vegetables (e.g. broccoli, cabbage, cauliflower, etc.)	Arivale	0.5676
43	7	A,I,U	3	arivale_3978a33b9909	Do you currently take supplements (e.g. vitamins, herbs, fish oil, probiotics)?	Arivale	0.5676
43	7	A,I,U	3	arivale_11acd841809c	Please list all current supplements (e.g. vitamins, herbs, fish oil, probiotics) with dosages.	Arivale	0.5676
43	7	A,I,U	3	il10k_diet_vegetable_raw_intake_choice	Raw vegetable daily intake	Israeli10K	0.5676
43	7	A,I,U	3	il10k_diet_vegetable_raw_intake_number	Raw vegetable daily intake	Israeli10K	0.5676
43	7	A,I,U	3	ukbb_1299	ACE touchscreen question On average how many heaped tablespoons of SALAD or RAW vegetables would you eat per DAY? (Include lettuce, tomato in sandwiches; put '0' if you do not eat any)	UKBB	0.5676
44	20	A,I,U	3	arivale_ad12706cc756	Which type of breakfast cereal do you normally eat?	Arivale	0.5657
44	20	A,I,U	3	arivale_ecadc44baacf	Breakfast cereal	Arivale	0.5657
44	20	A,I,U	3	arivale_769d546be4e1	Potatoes, pasta, or rice	Arivale	0.5657
44	20	A,I,U	3	arivale_2372dcb2a249	Beans or legumes (e.g. lentils, peas, pinto beans, etc.)	Arivale	0.5657
44	20	A,I,U	3	arivale_da6f91363e16	Sweets or chocolates	Arivale	0.5657
44	20	A,I,U	3	arivale_bc4e08abcc3b	Crackers, pretzels, chips, or savory snacks	Arivale	0.5657
44	20	A,I,U	3	arivale_7c642378be13	Eggs	Arivale	0.5657
44	20	A,I,U	3	arivale_b3c060fd85f6	Eat breakfast	Arivale	0.5657
44	20	A,I,U	3	arivale_61625d27fcd9	Snack between meals	Arivale	0.5657
44	20	A,I,U	3	arivale_2f2818c2413d	Nuts/seeds (e.g. almonds, walnuts, flax seeds, etc.)	Arivale	0.5657
44	20	A,I,U	3	arivale_f0c7a36db27d	Do you avoid dairy products?	Arivale	0.5657
44	20	A,I,U	3	arivale_a0c270715125	I like order.	Arivale	0.5657
44	20	A,I,U	3	il10k_diet_never_eat_eggs_dairy_wheat_sugar	Never eat eggs, dairy, wheat, sugar	Israeli10K	0.5657
44	20	A,I,U	3	il10k_diet_cereal_intake_choice	Cereal intake	Israeli10K	0.5657
44	20	A,I,U	3	il10k_diet_cereal_intake_number	Cereal intake	Israeli10K	0.5657
44	20	A,I,U	3	il10k_diet_cereal_type	Cereal type	Israeli10K	0.5657
44	20	A,I,U	3	il10k_extra_diet_cereal_sugared	Eat breakfast cereal and/or quark porridge/granola	Israeli10K	0.5657
44	20	A,I,U	3	ukbb_4924	ACE touchscreen question In this next game you will have two minutes to do as many puzzle questions as possible. Don't spend too long on any one puzzle - you can skip any puzzle if you wish.. Particip...	UKBB	0.5657
44	20	A,I,U	3	ukbb_1458	ACE touchscreen question How many bowls of cereal do you eat a WEEK?	UKBB	0.5657
44	20	A,I,U	3	ukbb_1468	ACE touchscreen question What type of cereal do you mainly eat?	UKBB	0.5657
45	11	A,I,U	3	arivale_5726d26e49f2	If you had an extra hour each day, how would you spend it?	Arivale	0.5626
45	11	A,I,U	3	arivale_8746149595a1	When you do MODERATE activities, for how long do you typically do these activities?	Arivale	0.5626
45	11	A,I,U	3	arivale_dd6808436ea1	On an average weekday, how much time do you spend seated?	Arivale	0.5626
45	11	A,I,U	3	arivale_91b88957cc67	Do you walk or bike to work, school, or to do errands?	Arivale	0.5626
45	11	A,I,U	3	il10k_activity_moderate_minutes_daily	Duration of moderate activity	Israeli10K	0.5626
45	11	A,I,U	3	ukbb_20016	This is a simple unweighted sum of the number of correct answers given to the 13 fluid intelligence questions. Participants who did not answer all of the questions within the allotted 2 minute limit a...	UKBB	0.5626
45	11	A,I,U	3	ukbb_874	ACE touchscreen question How many minutes did you usually spend walking on a typical DAY?	UKBB	0.5626
45	11	A,I,U	3	ukbb_894	ACE touchscreen question How many minutes did you usually spend doing moderate activities on a typical DAY?	UKBB	0.5626
45	11	A,I,U	3	ukbb_10953	ACE touchscreen question How much time do you usually spend walking on one of those days?	UKBB	0.5626
45	11	A,I,U	3	ukbb_10962	ACE touchscreen question How much time do you usually spend doing moderate physical activities on one of those days?	UKBB	0.5626
45	11	A,I,U	3	ukbb_6160	ACE touchscreen question Which of the following do you attend once a week or more often? (You can select more than one)	UKBB	0.5626
46	5	A,I,U	3	arivale_fc40f8f615e1	What kind of milk do you usually use for drinks in tea or coffee and on cereals etc?	Arivale	0.5602
46	5	A,I,U	3	arivale_ae80cff35b6f	Ice cream	Arivale	0.5602
46	5	A,I,U	3	arivale_0b9440a4a7b8	Hepatitis Type A	Arivale	0.5602
46	5	A,I,U	3	il10k_diet_milk_type_used	Milk type	Israeli10K	0.5602
46	5	A,I,U	3	ukbb_1418	ACE touchscreen question What type of milk do you mainly use?	UKBB	0.5602
47	10	A,I,U	3	arivale_7bd7893bc719	Water (e.g. 8 oz. cups)	Arivale	0.5531
47	10	A,I,U	3	arivale_76a6b5abdde3	What type of alcohol do you most often drink?	Arivale	0.5531
47	10	A,I,U	3	arivale_58f2a65de87b	How many drinks do you have on a drinking day?	Arivale	0.5531
47	10	A,I,U	3	il10k_diet_water_intake_choice	Water intake	Israeli10K	0.5531
47	10	A,I,U	3	il10k_alcohol_weekly_other_intake_choice	Average weekly intake of other alcoholic drinks	Israeli10K	0.5531
47	10	A,I,U	3	il10k_alcohol_weekly_other_intake_number	Average weekly intake of other alcoholic drinks	Israeli10K	0.5531
47	10	A,I,U	3	il10k_alcohol_present_vs_past	Alcohol intake versus 10 years previously	Israeli10K	0.5531
47	10	A,I,U	3	ukbb_1628	ACE touchscreen question Compared to 10 years ago, do you drink?	UKBB	0.5531
47	10	A,I,U	3	ukbb_5364	ACE touchscreen question In an average WEEK, how many glasses of other alcoholic drinks (such as alcopops) would you drink?	UKBB	0.5531
47	10	A,I,U	3	ukbb_1528	ACE touchscreen question How many glasses of water do you drink each DAY?	UKBB	0.5531
48	6	A,I,U	3	arivale_aac9bfd7fc7e	Stroke (other or unknown type)	Arivale	0.5515
48	6	A,I,U	3	arivale_b48ad2100623	Stroke (ischemic)	Arivale	0.5515
48	6	A,I,U	3	arivale_ecedc397874d	Stroke (hemorrhagic)	Arivale	0.5515
48	6	A,I,U	3	arivale_dbaea9d777c3	Stroke	Arivale	0.5515
48	6	A,I,U	3	il10k_stroke_family_number	Stroke family number	Israeli10K	0.5515
48	6	A,I,U	3	ukbb_4056	ACE touchscreen question What was your age when the stroke was first diagnosed?	UKBB	0.5515
49	4	A,I,U	3	arivale_a1375811ff03	Hypertension (high blood pressure)	Arivale	0.5375
49	4	A,I,U	3	arivale_8d5730691993	High Blood Pressure	Arivale	0.5375
49	4	A,I,U	3	il10k_hypertension_family_number	Hypertension family number	Israeli10K	0.5375
49	4	A,I,U	3	ukbb_2966	ACE touchscreen question What was your age when the high blood pressure was first diagnosed?	UKBB	0.5375
50	4	A,I,U	3	arivale_72722d150961	Osteoarthritis	Arivale	0.5364
50	4	A,I,U	3	arivale_739bcb107a09	Arthritis (Osteoarthritis)	Arivale	0.5364
50	4	A,I,U	3	il10k_health_pain_past_3_months_knee	Knee pain for 3+ months	Israeli10K	0.5364
50	4	A,I,U	3	ukbb_3773	ACE touchscreen question Have you had knee pains for more than 3 months?	UKBB	0.5364
51	9	A,I,U	3	arivale_d8e637ae1418	Cheese	Arivale	0.534
51	9	A,I,U	3	arivale_9974da68469f	Yogurt with live cultures	Arivale	0.534
51	9	A,I,U	3	arivale_8d23781db7ca	Lactose intolerance	Arivale	0.534
51	9	A,I,U	3	il10k_diet_cheese_intake	Cheese intake	Israeli10K	0.534
51	9	A,I,U	3	il10k_extra_diet_margarine	Eat margerine	Israeli10K	0.534
51	9	A,I,U	3	il10k_extra_diet_main_dairy_source	Main cheese and milk source	Israeli10K	0.534
51	9	A,I,U	3	il10k_extra_diet_cheese_fat_percentage	Fat percentage in cheeses	Israeli10K	0.534
51	9	A,I,U	3	il10k_extra_diet_moldy_cheese_frequency	Moldy cheese frequency	Israeli10K	0.534
51	9	A,I,U	3	ukbb_1408	ACE touchscreen question How often do you eat cheese? (Include cheese in pizzas, quiches, cheese sauce etc)	UKBB	0.534
52	9	A,I,U	3	arivale_689600ec4685	Alcohol abuse	Arivale	0.5336
52	9	A,I,U	3	arivale_5087434794aa	Alcohol / Drug abuse	Arivale	0.5336
52	9	A,I,U	3	il10k_alcohol_past_status	Former alcohol drinker	Israeli10K	0.5336
52	9	A,I,U	3	il10k_alcohol_reduced_why	Reason for reducing amount of alcohol drunk	Israeli10K	0.5336
52	9	A,I,U	3	il10k_alcohol_stopped_why	Reason former drinker stopped drinking alcohol	Israeli10K	0.5336
52	9	A,I,U	3	ukbb_2664	ACE touchscreen question Why did you reduce the amount you drank?	UKBB	0.5336
52	9	A,I,U	3	ukbb_3859	ACE touchscreen question Why did you stop drinking alcohol?	UKBB	0.5336
52	9	A,I,U	3	ukbb_10818	ACE touchscreen question Why did you reduce the amount you drank?	UKBB	0.5336
52	9	A,I,U	3	ukbb_10853	ACE touchscreen question Why did you stop drinking?	UKBB	0.5336
53	12	A,I,U	3	arivale_65600fa5e4e7	Colon cancer	Arivale	0.5235
53	12	A,I,U	3	arivale_6ac8c0009d88	Squamous cell carcinoma	Arivale	0.5235
53	12	A,I,U	3	arivale_5c653fa0a23c	Do you have regular dental exams?	Arivale	0.5235
53	12	A,I,U	3	arivale_61322c4623a2	Cancer Colon	Arivale	0.5235
53	12	A,I,U	3	il10k_health_cancer_past_bowel_screening	Ever had bowel cancer screening	Israeli10K	0.5235
53	12	A,I,U	3	il10k_health_cancer_past_bowel_screening_years	Most recent bowel cancer screening	Israeli10K	0.5235
53	12	A,I,U	3	ukbb_2345	ACE touchscreen question Have you ever had a screening test for bowel (colorectal) cancer? (Please include tests for blood in the stool/faeces or a colonoscopy or a sigmoidoscopy)	UKBB	0.5235
53	12	A,I,U	3	ukbb_3393	ACE touchscreen question Do you use a hearing aid most of the time?	UKBB	0.5235
53	12	A,I,U	3	ukbb_4792	ACE touchscreen question Do you have a cochlear implant?	UKBB	0.5235
53	12	A,I,U	3	ukbb_2453	ACE touchscreen question Has a doctor ever told you that you have had cancer?	UKBB	0.5235
53	12	A,I,U	3	ukbb_2674	ACE touchscreen question Have you ever been for breast cancer screening (a mammogram)?	UKBB	0.5235
53	12	A,I,U	3	ukbb_2694	ACE touchscreen question Have you ever had a cervical smear test?	UKBB	0.5235
54	3	A,I,U	3	arivale_282e19c0a270	Psoriasis	Arivale	0.5224
54	3	A,I,U	3	il10k_skin_past_sunburns	Childhood sunburn occasions	Israeli10K	0.5224
54	3	A,I,U	3	ukbb_1737	ACE touchscreen question Before the age of 15, how many times did you suffer sunburn that was painful for at least 2 days or caused blistering?	UKBB	0.5224
55	4	A,I,U	3	arivale_81713c08be3b	If you specified other dietary plan, please describe.	Arivale	0.5217
55	4	A,I,U	3	il10k_diet_water_intake_number	Major dietary changes in the last 5 years	Israeli10K	0.5217
55	4	A,I,U	3	il10k_diet_major_change_5_years	Major dietary changes in the last 5 years	Israeli10K	0.5217
55	4	A,I,U	3	ukbb_1538	ACE touchscreen question Have you made any major changes to your diet in the last 5 years?	UKBB	0.5217
56	11	A,I,U	3	arivale_dd5d491d22bb	Alcoholic beverages (e.g. 12 oz. of beer, 5 oz. of wine, 1.5 oz. shot of liquor)	Arivale	0.5198
56	11	A,I,U	3	arivale_6bb43d6eea7d	Eat food prepared by someone outside of your home (e.g. dining out at a restaurant or take-out)	Arivale	0.5198
56	11	A,I,U	3	il10k_alcohol_monthly_spirits_intake_choice	Average monthly spirits intake	Israeli10K	0.5198
56	11	A,I,U	3	il10k_alcohol_monthly_spirits_intake_number	Average monthly spirits intake	Israeli10K	0.5198
56	11	A,I,U	3	il10k_alcohol_weekly_spirits_intake_choice	Average weekly spirits intake	Israeli10K	0.5198
56	11	A,I,U	3	il10k_alcohol_weekly_spirits_intake_number	Average weekly spirits intake	Israeli10K	0.5198
56	11	A,I,U	3	il10k_alcohol_current_with_meals	Alcohol usually taken with meals	Israeli10K	0.5198
56	11	A,I,U	3	ukbb_1598	ACE touchscreen question In an average WEEK, how many measures of spirits or liqueurs would you drink? (there are 25 standard measures in a normal sized bottle; spirits include drinks such as whisky, ...	UKBB	0.5198
56	11	A,I,U	3	ukbb_1618	ACE touchscreen question When you drink alcohol is it usually with meals?	UKBB	0.5198
56	11	A,I,U	3	ukbb_3731	ACE touchscreen question Did you previously drink alcohol?	UKBB	0.5198
56	11	A,I,U	3	ukbb_4440	ACE touchscreen question In an average MONTH, how many measures of spirits or liqueurs would you drink? (there are 25 standard measures in a normal sized bottle; spirits include drinks such as whisky,...	UKBB	0.5198
57	6	A,I,U	3	arivale_b38afa8f647b	Do you have a primary care provider (e.g. family physician, internist, naturopathic physician)?	Arivale	0.5178
57	6	A,I,U	3	arivale_d0cc91e234f5	Are you actively practicing a stress management technique?	Arivale	0.5178
57	6	A,I,U	3	arivale_4fb882099322	Seizure / Epilepsy	Arivale	0.5178
57	6	A,I,U	3	il10k_ergometric_stress_testing_results	Ergometric stress testing results	Israeli10K	0.5178
57	6	A,I,U	3	il10k_health_mental_past_doctor	Seen doctor (GP) for nerves, anxiety, tension or depression	Israeli10K	0.5178
57	6	A,I,U	3	ukbb_2090	ACE touchscreen question Have you ever seen a general practitioner (GP) for nerves, anxiety, tension or depression?	UKBB	0.5178
58	9	A,I,U	3	arivale_5577960cc1a6	How many children do you have?	Arivale	0.5164
58	9	A,I,U	3	il10k_number_of_children	Number of children	Israeli10K	0.5164
58	9	A,I,U	3	il10k_family_history_number_full_sisters	Number of full sisters	Israeli10K	0.5164
58	9	A,I,U	3	ukbb_6373	This is the number of puzzles for which the participant gave the correct solution. It should be used in conjunction with	UKBB	0.5164
58	9	A,I,U	3	ukbb_4258	This is the number entered by participant in each round.	UKBB	0.5164
58	9	A,I,U	3	ukbb_2149	ACE touchscreen question About how many sexual partners have you had in your lifetime?	UKBB	0.5164
58	9	A,I,U	3	ukbb_3669	ACE touchscreen question How many sexual partners of the same sex have you had in your lifetime?	UKBB	0.5164
58	9	A,I,U	3	ukbb_2734	ACE touchscreen question How many children have you given birth to? (Please include live births only)	UKBB	0.5164
58	9	A,I,U	3	ukbb_2405	ACE touchscreen question How many children have you fathered?	UKBB	0.5164
59	6	A,I,U	3	arivale_86d7637b0006	Transient ischemic attack	Arivale	0.5092
59	6	A,I,U	3	il10k_health_eyes_other_serious_condition_eye_start_age	Age other serious eye condition diagnosed	Israeli10K	0.5092
59	6	A,I,U	3	il10k_eye_health_ona_age	Eye health AMD age	Israeli10K	0.5092
59	6	A,I,U	3	il10k_eye_health_conjunctivitis_age	Eye health conjunctivitis age	Israeli10K	0.5092
59	6	A,I,U	3	ukbb_5556	ACE touchscreen question Age is to Years as Height is to?. Part 9 of Fluid Intelligence test.	UKBB	0.5092
59	6	A,I,U	3	ukbb_5945	ACE touchscreen question What was your age when the other serious eye condition was first diagnosed?	UKBB	0.5092
60	6	A,I,U	3	arivale_c143913d2917	Vascular disease (blood vessel disease)	Arivale	0.5068
60	6	A,I,U	3	arivale_d3b973db7de4	Blocked lung artery (pulmonary embolus)	Arivale	0.5068
60	6	A,I,U	3	arivale_ca8765702013	Coronary Artery Disease (including CAD, bypass surgery, and/or stent)	Arivale	0.5068
60	6	A,I,U	3	arivale_f1f6f0b55e09	Peripheral Vascular Disease	Arivale	0.5068
60	6	A,I,U	3	il10k_health_legs_arteries_surgery	Surgery on leg arteries (other than for varicose veins)	Israeli10K	0.5068
60	6	A,I,U	3	ukbb_5529	ACE touchscreen question Have you ever had surgery on the arteries of your legs (other than for varicose veins)?	UKBB	0.5068
61	7	A,I,U	3	arivale_4bea36ddd2fe	I feel able to take anything on.	Arivale	0.5058
61	7	A,I,U	3	arivale_bd886b816b9f	I get stressed out easily.	Arivale	0.5058
61	7	A,I,U	3	arivale_53bb1b1aaee4	I am relaxed most of the time.	Arivale	0.5058
61	7	A,I,U	3	arivale_6c326e1f1132	I follow a schedule.	Arivale	0.5058
61	7	A,I,U	3	il10k_hard_to_routine	Hard to routine	Israeli10K	0.5058
61	7	A,I,U	3	il10k_hard_to_relax	Hard to relax	Israeli10K	0.5058
61	7	A,I,U	3	ukbb_6313	This is the time interval between the participant being able to make a selection and them actually doing so.	UKBB	0.5058
62	19	A,I,U	3	arivale_8082d4bba143	Age at the time of menopause (age at final menstrual period)	Arivale	0.503
62	19	A,I,U	3	il10k_conization_of_cervix_year	Conization of cervix year	Israeli10K	0.503
62	19	A,I,U	3	il10k_cesarean_section_year	Cesarean section year	Israeli10K	0.503
62	19	A,I,U	3	il10k_pregnancies_number	Pregnancies number	Israeli10K	0.503
62	19	A,I,U	3	il10k_pregnancy_end_week_6	Pregnancy end week 6	Israeli10K	0.503
62	19	A,I,U	3	il10k_pregnancy_end_week_8	Pregnancy end week 8	Israeli10K	0.503
62	19	A,I,U	3	il10k_pregnancy_end_week_9	Pregnancy end week 9	Israeli10K	0.503
62	19	A,I,U	3	il10k_early_life_multiple_birth	Part of a multiple birth	Israeli10K	0.503
62	19	A,I,U	3	il10k_early_life_mother_smoking	Maternal smoking around birth	Israeli10K	0.503
62	19	A,I,U	3	il10k_family_history_mother_alive	Mother still alive	Israeli10K	0.503
62	19	A,I,U	3	il10k_family_history_current_mother_age	Mother's age	Israeli10K	0.503
62	19	A,I,U	3	il10k_family_history_current_adopted_mother_age	Mother's age	Israeli10K	0.503
62	19	A,I,U	3	il10k_family_history_mother_age_passing	Mother's age at death	Israeli10K	0.503
62	19	A,I,U	3	il10k_family_history_adopted_mother_age_passing	Mother's age at death	Israeli10K	0.503
62	19	A,I,U	3	il10k_family_history_past_mother_illness_1	Illnesses of mother	Israeli10K	0.503
62	19	A,I,U	3	il10k_family_history_past_mother_illness_2	Illnesses of mother	Israeli10K	0.503
62	19	A,I,U	3	ukbb_117	Mother's month of birth	UKBB	0.503
62	19	A,I,U	3	ukbb_118	Mother's day of birth (this is the day-within-month)	UKBB	0.503
62	19	A,I,U	3	ukbb_20115	This is the country of birth as described by the participant to an interviewer. The question was only asked to participants who identified themselves as having been born outside of the United Kingdom ...	UKBB	0.503
63	38	A,I,U	3	arivale_6efe08dd9aaf	Fibroids/leiomyoma	Arivale	0.4979
63	38	A,I,U	3	arivale_1f2a4a31b4c6	Gallstones	Arivale	0.4979
63	38	A,I,U	3	arivale_2d5174b65a44	Radiation therapy	Arivale	0.4979
63	38	A,I,U	3	arivale_d03d8ca499b8	Liver transplant	Arivale	0.4979
63	38	A,I,U	3	arivale_53baecef71b6	Bone marrow transplant	Arivale	0.4979
63	38	A,I,U	3	arivale_0231c51fa5ac	Other organ transplant	Arivale	0.4979
63	38	A,I,U	3	arivale_15f8ff4b7006	Bariatric (weight loss) surgery	Arivale	0.4979
63	38	A,I,U	3	arivale_60360f9d6cc6	Surgery for cancer (e.g. tumor removal)	Arivale	0.4979
63	38	A,I,U	3	arivale_b92587348e63	Gallbladder removal surgery	Arivale	0.4979
63	38	A,I,U	3	arivale_058dbe1b6215	Sinus or septum surgery	Arivale	0.4979
63	38	A,I,U	3	arivale_1bd12ed8b975	Appendix removal	Arivale	0.4979
63	38	A,I,U	3	arivale_84325ad15b6f	Other surgery or major medical procedure	Arivale	0.4979
63	38	A,I,U	3	arivale_c55c25340eda	Are you under the care of one or more of the following specialists?	Arivale	0.4979
63	38	A,I,U	3	arivale_86a6ceea33af	Gallbladder Disease	Arivale	0.4979
63	38	A,I,U	3	arivale_e82ef9ee7618	Surgery in past 12 months	Arivale	0.4979
63	38	A,I,U	3	arivale_eb46491de8f4	Bariatric Surgery	Arivale	0.4979
63	38	A,I,U	3	il10k_invasive_procedure	Invasive procedure	Israeli10K	0.4979
63	38	A,I,U	3	il10k_invasive_procedure_type	Invasive procedure type	Israeli10K	0.4979
63	38	A,I,U	3	il10k_appendectomy_year	Appendectomy year	Israeli10K	0.4979
63	38	A,I,U	3	il10k_cholecystectomy_year	Cholecystectomy year	Israeli10K	0.4979
63	38	A,I,U	3	il10k_plastic_surgery_year_of_diagnosis	Plastic surgery year of diagnosis	Israeli10K	0.4979
63	38	A,I,U	3	il10k_fess_year	FESS year	Israeli10K	0.4979
63	38	A,I,U	3	il10k_tonsillectomy_year	Tonsillectomy year	Israeli10K	0.4979
63	38	A,I,U	3	il10k_adenoidectomy_year	Adenoidectomy year	Israeli10K	0.4979
63	38	A,I,U	3	il10k_myomectomy_year	Myomectomy year	Israeli10K	0.4979
63	38	A,I,U	3	il10k_trauma_related_surgery_year	Trauma related surgery year	Israeli10K	0.4979
